Identities,,,,,,,,,,,,
TCP,EEBO,VID,STC,Status,Author,Date Assigned,Title,Terms,Pages,,,
A02983,99850143,15329,STC 13126; ESTC S114922,Free,"French gentleman, fl. 1590.",1590,An abstract of the proceedings of the French King The defeating of the Duke of Parmas forces. The preparation of his Maiestie for the reducing of his townes in Normandie. The request of the Leaguers of Roane to the Gouernor of Diep. And the wofull estate of the citie of Paris. VVwritten by a French gentleman to his friend.,"Holy League, 1576-1598 -- Early works to 1800.; France -- History -- Wars of the Huguenots, 1562-1598 -- Early works to 1800.",8,,,
A02990,99857379,23108,STC 1313; ESTC S122227,Free,"Ball, John, 1585-1640.",1640,"A friendly triall of the grounds tending to separation in a plain and modest dispute touching the lawfulnesse of a stinted liturgie and set form of prayer, Communion in mixed assemblies, and the primitive subject and first receptacle of the power of the Keyes: tending to satisfie the doubtfull, recall the wandering, and to strengthen the weak: by John Ball.",Church of England -- Controversial literature -- Puritan authors -- Early works to 1800.,338,,,
A02995,99856977,22634,STC 13135; ESTC S121814,Free,,1590,"An excellent ditty made vpon the great victory, vvhich the French king obtayned against the Duke de Maine, and the Romish rebels in his kingdome, vpon Ashwednesday being the fourth day of March last past. 1590 To the tune of the new Tantara.","France -- History -- Wars of the Huguenots, 1562-1598 -- Early works to 1800.",1,,,
A02997,99857579,23340,STC 13138; ESTC S122430,Free,"Aggas, Edward.",1594,"The order of ceremonies obserued in the annointing and coronation of the most Christian King of France & Nauarre, Henry the IIII. of that name, celebrated in our Lady Church, in the cittie of Chartres vppon Sonday the 27. of February 1594. Faithfully translated out of the French coppy printed at Roan, by commaundement of the said Lord. by E.A.; Ordre des ceremonies du sacre et couronnement du Henry IIII. English.","Henry -- IV, -- King of France, 1553-1610.",32,,,
A03002,99841819,6430,STC 13142; ESTC S106094,Free,"Loiseau de Tourval, Jean.; Niccols, Richard, 1584-1616, attributed name.",1611,"Three precious teares of blood, flowing from the wounded harts of three great French ladies In memory, of the vertues, complaint of the losse, and execration of the murther, of that thrice-worthy monarch, Henry the Great. Now shed againe in English. To three of the most excellent among the excellentest ladies of this little world, and of the greatest.","Henry -- IV, -- King of France, 1553-1610 -- Poetry.",35,,,
A03007,99855023,20493,STC 13149; ESTC S119817,Free,"Henry, the Minstrel, fl. 1470-1492.; Blair, John, fl. 1300.",1570,"The actis and deidis of the illuster and vailzeand campioun, Schir William Wallace, knicht of Ellerslie; Wallace","Wallace, William, -- Sir, d. 1305 -- Poetry.",370,,,
A03019,99839723,4170,STC 13159; ESTC S103981,Free,"Munday, Anthony, 1553-1633.",1610,"Londons loue, to the Royal Prince Henrie meeting him on the riuer of Thames, at his returne from Richmonde, with a worthie fleete of her cittizens, on Thursday the last of May, 1610. With a breife reporte of the water fight, and fire workes.","Henry Frederick, -- Prince of Wales, 1594-1612.",30,,,
A03022,99857431,23169,STC 13161; ESTC S122279,Free,"Daniel, Samuel, 1562-1619.",1610,"The order and solemnitie of the creation of the High and mightie Prince Henrie, eldest sonne to our sacred soueraigne, Prince of VVales, Duke of Cornewall, Earle of Chester, &c. As it was celebrated in the Parliament House, on Munday the fourth of Iunne last past. Together with the ceremonies of the Knights of the Bath, and other matters of speciall regard, incident to the same. Whereunto is annexed the royall maske, presented by the Queene and her ladies, on Wednesday at night following.","Henry Frederick, -- Prince of Wales, 1594-1612.; Masques -- Early works to 1800. -- England",47,,,
A03023,99853336,18716,STC 13165; ESTC S118127,Free,"Henryson, Robert, 1430?-1506?",1593,"The testament of Cresseid, compylit be M. Robert Henrysone, sculemaister in Dunsermeling","Chaucer, Geoffrey, d. 1400. -- Troilus and Criseyde -- Adaptations -- Early works to 1800.",24,,,
A03024,99850404,15605,STC 13166; ESTC S115185,Free,"Henryson, Robert, 1430?-1506?",1570,Heire begynnis the traitie of Orpheus kyng and how he yeid to hewyn: to hel to seik his quene and ane othir ballad in the lattir end.,"Orpheus (Greek mytyhology) -- Poetry -- Early works to 1800.; English poetry -- Early modern, 1500-1700 -- Early works to 1800.",24,,,
A03025,24561761,27778,STC 13167.5; ESTC S2727,Free,"Henshaw, Joseph, 1603-1679.",1631,"Horæ succisivæ, or, Spare-houres of meditations upon our duty to [brace] God, others, our selves / by Ios. Henshaw.",Conduct of life -- Early works to 1900.; Maxims.,360,,,
A03030,33143227,28309,STC 13171; ESTC S122577,Free,"Henshaw, Joseph, 1603-1679.",1637,"Meditations miscellaneous, holy and humane",Christian life -- Early works to 1800.; Devotional literature -- Early works to 1800.,149,,,
A03032,99853976,19381,STC 13174; ESTC S118769,Free,,1598,The riddles of Heraclitus and Democritus,Riddles -- Early works to 1800.,32,,,
A03040,99848033,13105,STC 13175.15; ESTC S112790,Free,"Copland, William, d. 1568 or 9.",1552,"A boke of the propreties of herbes called an herball wherunto is added the time [the] herbes, floures and sedes shold be gathered to be kept the whole yere, wyth the vertue of [the] herbes when they are stilled. Also a generall rule of all maner of herbes drawen out of an auncyent booke of phisyck by W.C.; Herbal.","Botany, Medical -- Early works to 1800.; Herbs -- Early works to 1800.; Materia medica -- Early works to 1800.",162,,,
A03047,99842265,6906,STC 13175; ESTC S106551,Free,"Caxton, William, ca. 1422-1491.",1481,"Here begynneth the boke intituled Eracles, and also of Godefrey of Boloyne the whiche speketh of the conquest of the holy londe of Iherusalem ...; Godfrey of Boloyne. English.","Godfrey, -- of Bouillon, ca. 1060-1100 -- Early works to 1800.; Crusades -- First, 1096-1099 -- Early works to 1800.",284,,,
A03054,23749942,26862,STC 13180; ESTC S122576,Free,"Herbert of Cherbury, Edward Herbert, Baron, 1583-1648.",1633,"De veritate, prout distinguitur a revelatione, a verisimili, a possibili, et a falso hoc opus condidit Edoardus Baro Herbert de Cherbury ... ; et lectori cuiuis, integri & illibati iudicii dicavit.","Deism.; Truth.; Knowledge, Theory of.",264,,,
A03056,99843025,7732,STC 13181; ESTC S107323,Free,"Herbert, George, 1593-1633.",1623,"Oratio quâ auspicatissimum serenissimi principis Caroli, reditum ex Hispanijs celebrauit Georgius Herbert Academiæ Cantabrigiensis orator","Charles -- I, -- King of England, 1600-1649 -- Military leadership -- Poetry.",14,,,
A03057,99839732,4180,STC 13182; ESTC S103991,Free,"Herbert, George, 1593-1633.",1640,"Outlandish proverbs, selected by Mr. G.H.","Proverbs, English -- Early works to 1800.; Aphorisms and apothegms -- Early works to 1800.",78,,,
A03058,99857500,23248,STC 13183; ESTC S122349,Free,"Herbert, George, 1593-1633.; Ferrar, Nicholas, 1592-1637.",1633,The temple Sacred poems and private ejaculations. By Mr. George Herbert.,,208,,,
A03065,99854894,20350,STC 13190; ESTC S119687,Free,"Herbert, Thomas, Sir, 1606-1682.; Marshall, William, fl. 1617-1650, engraver.",1634,"A relation of some yeares trauaile begunne anno 1626. Into Afrique and the greater Asia, especially the territories of the Persian monarchie: and some parts of the orientall Indies, and iles adiacent. Of their religion, language, habit, discent, ceremonies, and other matters concerning them. Together with the proceedings and death of the three late ambassadours: Sir D.C. Sir R.S. and the Persian Nogdi-Beg: as also the two great monarchs, the King of Persia, and the Great Mogol. By T.H. Esquier·",Voyages and travels -- Early works to 1800.; Iran -- Description and travel -- Early works to 1800.; India -- Description and travel -- 1498-1761 -- Early works to 1800.; America -- Discovery and exploration -- Pre-Columbian -- Early works to 1800.,237,,,
A03067,99855696,21198,STC 13193; ESTC S120500,Free,"Hercusanus, Joannes.",1587,Magnifico ac strenuo viro D. Francisco Draco Anglo equiti aurato,"Drake, Francis, -- Sir, 1540?-1596 -- Poetry -- Early works to 1800.",1,,,
A03068,99855002,20472,STC 13194; ESTC S119796,Free,"Hercusanus, Joannes.",1587,Mariæ Scotorum reginæ epitaphium,"Mary, -- Queen of Scots, 1542-1587 -- Poetry -- Early works to 1800.",1,,,
A03069,99839716,4163,STC 13196; ESTC S103974,Free,"Heresbach, Conrad, 1496-1576.; Googe, Barnabe, 1540-1594.",1577,"Foure bookes of husbandry, collected by M. Conradus Heresbachius, counseller to the hygh and mighty prince, the Duke of Cleue: conteyning the whole arte and trade of husbandry, vvith the antiquitie, and commendation thereof. Nevvely Englished, and increased, by Barnabe Googe, Esquire; Rei rusticae libri quatuor. English",Agriculture -- Early works to 1800.,412,,,
A03083,99847898,12962,STC 13208; ESTC S112652,Free,"Wied, Hermann von.; Dekyn, Hans.",1553,"A brefe and a playne declaratyon of the dewty of maried folkes gathered out of the holy scriptures, and set forth in the almayne tonge by Hermon archbyshop of Colayne, whiche wylled all the housholdes of his flocke to haue the same in their bedchambers as a mirror or glasse dayly to loke in, wherby they might know and do their dewties eche vnto others, and lede a godly, quiet and louing life togethers, and newly translated into ye Englishe tonge by Hans Dekyn.",Marriage -- Early works to 1800.,40,,,
A03092,99839734,4182,STC 13219; ESTC S103993,Free,"Hearne, Richard.",1640,"Ros cœli. Or, A miscellany of ejaculations, divine, morall, &c. Being an extract out of divers worthy authors, antient and moderne. Which may enrich the mean capacity, and adde somewhat to the most knowing iudgement.",Meditations.,380,,,
A03094,99839743,4191,STC 13221; ESTC S104002,Free,"Herodian.; Smyth, Nicholas, fl. 1556.",1556,"The history of Herodian, a Greeke authour treating of the Romayne emperors, after Marcus, translated oute of Greeke into Latin, by Angelus Politianus, and out of Latin into Englyshe, by Nicholas Smyth. Whereunto are annexed, the argumentes of euery booke, at the begynning therof, with annotacions for the better vnderstandynge of the same historye.; History. English","Emperors -- Rome -- Early works to 1800.; Rome -- History -- Empire, 30 B.C.-284 A.D. -- Early works to 1800.",244,,,
A03097,99841822,6434,STC 13224; ESTC S106097,Free,"Herodotus.; B. R., fl. 1584.; Rich, Barnabe, 1540?-1617, attributed name.",1584,"The famous hystory of Herodotus Conteyning the discourse of dyuers countreys, the succession of theyr kyngs: the actes and exploytes atchieued by them: the lavves and customes of euery nation: with the true description and antiquitie of the same. Deuided into nine bookes, entituled vvith the names of the nine Muses.; History. Book 1-2. English","Greece -- History -- Persian Wars, 550-449 B.C. -- Early works to 1800.",248,,,
A03103,29631001,28042,STC 1323.5; ESTC S2982,Free,,1540,A Balade agaynst malycyous sclaunderers,"Ballads, English.; Broadsides -- London (England) -- 16th century.",1,,,
A03109,99850407,15608,STC 13239; ESTC S115188,Free,"Doetecam, Jan van.",1598,"A most strange and wonderfull herring taken on the 26. day of Nouember 1597, neere vnto Drenton sometime the old and chiefe cittie of the kingdome of Norway. Hauing on the one side the picture of two armed men fighting, and on the other most strange characters, as in the picture is here expressed. First printed in Dutch at Roterdam by Ian van Doetecam. And now translated into English.",Curiosities and wonders -- Norway -- Early works to 1800.,10,,,
A03110,99854438,19860,STC 1324; ESTC S119231,Free,,1570,A balade of a preist that loste his nose for sayinge of masse as I suppose,"Ballads, English -- 16th century.",1,,,
A03111,99839744,4192,STC 13242; ESTC S104003,Free,"Herring, Francis, d. 1628.",1636,"Certaine rules, directions, or advertisements for this time of pestilentiall contagion With a caveat to those that weare about their neckes impoisoned amulets as a preservative from the plague. First published for the behoofe of the citie of London, in the two visitations, 1603 & 1625. And reprinted for the benefit of the said citie now visited, and all other parts of the land that may or shall hereafter be: by Francis Herring ... Whereunto is added certaine directions, for the poorer sort of people when they shall be visited.","Plague -- Prevention -- Early works to 1800.; Medicine, Magic, mystic, and spagiric -- Controversial literature.",22,,,
A03115,99854241,19650,STC 13246; ESTC S119034,Free,"Herring, Francis, d. 1628.; A. P., fl. 1610.",1610,"Popish pietie, or The first part of the historie of that horrible and barbarous conspiracie, commonly called the powder-treason nefariously plotted against Iames King of great Britaine, Prince Henrie, and the whole state of that realme assembled in Parliament; and happily disc[ou]ered, disappointed, and frustrated by the powerfull and sole arme of the Almightie, the fifth of Nouember, anno 1605. Written first in Latin verse by F. H. [...] in physicke: and translated into [En]glish by A.P.; Pietas pontificia. English","Gunpowder Plot, 1605 -- Poetry.",51,,,
